Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_And_Relax,Luxury_Be_Spoilt,Do_Sports,Excitement_A_Challenge,Not_Exceed_Planned_Budget,Realise_Creativity,Fun_And_Entertainment,Good_Company,Health_and_Beauty,Free_And_Easy_Going,Entertainment_Facilities,Not_Care_About_Prices,Life_style_of_The _Local_People,Intense_Experience_of_Nature,Cosiness_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_Natural_Landscape,Cultural_Offers,Change_Of_Surroundings,Income_Doller_K,Expenditure_Doller_K
Male,59,2,manager or administrator,NSW,married,3.47,Q2,4.07,2.70,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
Female,43,1,home-duties,VIC,married,3.47,Q2,3.33,3.75,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,,
Female,68,2,retired,VIC,living with a partner,5.00,Q4,3.60,4.77,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,56,8,retired,VIC,separated or divorced,3.33,Q1,3.33,3.38,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,,
Female,38,3,home-duties,NSW,married,3.60,Q2,3.40,2.17,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,57,4,manager or administrator,VIC,married,3.23,Q1,2.87,3.67,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,,
Female,36,7,manager or administrator,ACT,married,2.57,Q1,3.40,2.23,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
Female,63,6,retired,NSW,married,4.30,Q4,2.93,3.69,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
Female,30,8,manager or administrator,QLD,living with a partner,3.63,Q2,2.93,2.84,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,68,7,manager or administrator,SA,married,4.07,Q3,3.27,2.20,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
Female,52,7,professional,NSW,single,4.47,Q4,3.47,3.95,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,56,6,professional,NSW,separated or divorced,4.90,Q4,4.27,3.88,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,21,3,,NSW,living with a partner,3.33,Q1,3.93,2.36,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,,
Female,67,3,,QLD,married,3.37,Q1,3.33,2.14,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,,
Female,19,1,unemployed,QLD,living with a partner,3.00,Q1,3.07,2.71,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,31,7,sales,NSW,married,2.90,Q1,1.93,2.57,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,45,6,home-duties,VIC,separated or divorced,4.53,Q4,4.13,3.41,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,23,3,home-duties,NSW,living with a partner,4.37,Q4,3.20,3.62,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,60,8,small business owner,NSW,married,4.17,Q3,3.93,3.08,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,62,2,small business owner,WA,married,3.80,Q2,3.47,3.30,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,19,3,sales,VIC,single,3.67,Q2,3.20,3.26,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,3,manager or administrator,NSW,separated or divorced,4.47,Q4,4.33,3.96,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,,
Male,54,3,transport worker,NSW,married,4.57,Q4,4.40,4.08,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,,
Male,20,3,,NSW,single,4.03,Q3,3.07,4.30,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,,
Male,41,8,professional,SA,married,3.43,Q2,3.07,2.44,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,35,1,,QLD,married,4.33,Q4,3.93,3.25,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,57,6,manager or administrator,NSW,married,3.83,Q3,3.33,2.65,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Female,32,8,professional,VIC,single,4.20,Q3,4.33,3.42,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,65,8,professional,NSW,separated or divorced,3.47,Q2,4.27,3.30,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,,
Female,39,6,Clerical or service worker,QLD,single,4.37,Q4,3.87,3.44,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
Male,63,3,transport worker,QLD,married,3.00,Q1,3.60,3.00,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,64,8,manager or administrator,VIC,widowed,3.93,Q3,4.73,3.75,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,,
Female,63,1,sales,QLD,married,3.60,Q2,3.33,2.46,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,36,3,manager or administrator,ACT,living with a partner,3.40,Q2,4.13,2.88,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,,
Female,42,6,,QLD,married,3.20,Q1,4.40,2.43,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,41,3,small business owner,NSW,single,3.00,Q1,2.60,2.95,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,6,retired,NSW,separated or divorced,2.63,Q1,3.13,,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,,
Male,31,6,sales,NSW,single,4.03,Q3,3.73,3.43,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,,
Male,45,7,professional,NSW,single,3.73,Q2,3.07,2.20,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,,
Male,38,4,sales,NSW,married,2.17,Q1,2.53,2.17,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,25,7,small business owner,VIC,single,3.60,Q2,3.33,3.40,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
Female,26,2,sales,VIC,single,4.57,Q4,3.93,3.22,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,,
Male,22,3,manager or administrator,VIC,single,3.17,Q1,3.07,2.80,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,67,1,retired,VIC,married,3.73,Q2,3.60,3.67,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,43,6,,NSW,separated or divorced,3.00,Q1,3.27,2.61,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
Female,56,4,professional,NSW,married,3.93,Q3,4.33,2.63,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,31,4,sales,NSW,single,3.53,Q2,3.73,2.28,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,50,6,manager or administrator,VIC,married,2.13,Q1,2.80,2.20,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
Male,20,7,unemployed,VIC,single,4.00,Q3,3.67,,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,55,3,sales,VIC,widowed,4.63,Q4,3.20,3.57,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,,
Female,25,8,professional,NSW,married,4.43,Q4,4.33,3.45,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,,
Male,52,8,professional,NSW,married,3.20,Q1,3.07,2.48,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,,
Female,41,3,small business owner,NSW,separated or divorced,3.17,Q1,3.00,4.00,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,63,7,retired,QLD,living with a partner,4.57,Q4,4.73,3.43,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,,
Female,63,6,sales,NSW,separated or divorced,3.80,Q2,4.27,3.89,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Female,61,1,sales,ACT,married,3.90,Q3,4.07,3.35,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,,
Female,37,4,manager or administrator,QLD,married,2.93,Q1,3.00,2.24,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,,
Male,38,3,tradesperson,NSW,living with a partner,3.50,Q2,2.87,3.40,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
Female,32,8,professional,WA,single,3.63,Q2,4.33,2.54,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,,
Male,33,3,manager or administrator,QLD,married,4.43,Q4,3.73,3.89,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,,
Female,57,2,retired,NSW,married,3.77,Q2,3.60,3.46,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,68,2,retired,QLD,married,4.23,Q4,3.87,3.19,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,53,2,professional,NSW,living with a partner,2.53,Q1,4.47,2.79,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,48,6,manager or administrator,VIC,married,3.07,Q1,3.20,2.27,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,23,7,unemployed,VIC,single,3.53,Q2,3.20,2.61,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,26,3,sales,SA,single,3.50,Q2,3.33,2.54,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Male,35,3,manager or administrator,NSW,separated or divorced,3.63,Q2,4.13,2.72,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,50,6,manager or administrator,ACT,married,3.63,Q2,4.47,2.85,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,,
Female,37,2,home-duties,SA,married,4.13,Q3,4.20,4.00,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,44,6,,WA,married,4.33,Q4,4.80,4.90,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,,
Male,39,4,professional,QLD,living with a partner,4.00,Q3,2.33,2.40,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
Male,31,8,transport worker,VIC,married,4.07,Q3,3.93,3.13,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,39,4,transport worker,QLD,married,3.37,Q1,3.73,3.00,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
Male,56,7,manager or administrator,VIC,living with a partner,3.47,Q2,4.00,3.42,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,29,8,professional,VIC,married,3.30,Q1,4.40,2.41,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,,
Male,55,6,manager or administrator,SA,married,1.77,Q1,2.93,3.50,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,,
Female,55,2,Clerical or service worker,WA,single,4.00,Q3,3.93,3.77,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
Male,63,4,retired,VIC,married,3.33,Q1,3.27,2.32,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,,
Female,57,2,retired,SA,married,3.80,Q2,4.33,2.84,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Female,49,3,labourer,NSW,separated or divorced,3.20,Q1,3.53,2.50,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,65,6,Clerical or service worker,QLD,married,3.47,Q2,3.80,2.53,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,,
Female,49,4,professional,NSW,married,3.87,Q3,4.00,2.40,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,44,2,Clerical or service worker,QLD,married,4.50,Q4,4.33,2.75,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,,
Female,41,3,,NSW,separated or divorced,4.10,Q3,3.60,3.08,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,,
Female,32,6,manager or administrator,VIC,single,3.87,Q3,4.40,2.85,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,32,6,,NSW,married,3.87,Q3,4.33,3.07,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,,
Male,19,7,unemployed,NSW,single,2.10,Q1,3.80,2.00,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,31,3,professional,VIC,single,3.73,Q2,3.87,3.64,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
Male,51,3,sales,WA,married,2.20,Q1,2.40,2.31,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,,
Female,48,7,small business owner,NSW,married,3.90,Q3,3.80,2.48,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,,
Male,36,7,professional,VIC,single,3.57,Q2,4.00,2.63,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,,
Female,51,2,manager or administrator,QLD,married,3.83,Q3,3.33,4.08,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,38,1,manager or administrator,QLD,married,4.47,Q4,3.73,3.63,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,,
Male,30,6,unemployed,QLD,married,3.40,Q2,4.33,2.86,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,,
Female,56,3,sales,VIC,separated or divorced,4.20,Q3,4.67,4.04,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,20,7,sales,SA,single,4.03,Q3,3.67,2.52,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,,
Female,43,1,Clerical or service worker,QLD,single,3.23,Q1,4.40,,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,,
Male,30,3,manager or administrator,VIC,single,3.40,Q2,3.60,2.19,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,,
Female,30,7,Clerical or service worker,VIC,living with a partner,3.60,Q2,3.07,3.40,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,,
Female,29,6,Clerical or service worker,VIC,living with a partner,4.03,Q3,4.67,3.07,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,48,6,small business owner,QLD,separated or divorced,3.23,Q1,3.53,3.17,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Female,61,1,manager or administrator,VIC,separated or divorced,4.30,Q4,4.13,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,32,2,labourer,QLD,living with a partner,3.70,Q2,3.67,2.50,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,57,1,,VIC,single,3.93,Q3,3.73,2.88,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,45,6,Clerical or service worker,SA,married,3.47,Q2,3.07,2.67,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,62,2,retired,VIC,single,4.87,Q4,3.07,3.90,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Female,34,7,small business owner,NSW,single,3.57,Q2,3.07,2.75,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,,
Female,48,2,Clerical or service worker,NSW,married,4.30,Q4,3.07,3.53,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,,
Male,61,1,Clerical or service worker,VIC,married,3.17,Q1,3.27,2.63,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,,
Male,28,3,professional,VIC,married,3.40,Q2,3.93,2.40,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,,
Female,25,7,,VIC,single,4.23,Q4,4.00,3.69,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,33,1,sales,VIC,living with a partner,3.60,Q2,3.47,2.58,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,25,8,professional,VIC,married,3.77,Q2,4.00,2.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,72,6,,SA,married,4.33,Q4,4.13,2.81,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,,
Male,31,6,tradesperson,QLD,married,3.43,Q2,3.80,2.77,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,,
Male,40,6,tradesperson,NSW,single,3.83,Q3,3.67,2.48,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,,
Female,65,2,retired,VIC,separated or divorced,4.63,Q4,4.27,3.83,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,,
Male,68,3,retired,NSW,married,4.13,Q3,3.27,3.50,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,,
Female,74,7,manager or administrator,ACT,widowed,3.63,Q2,3.33,3.31,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,60,8,professional,QLD,married,3.87,Q3,4.73,3.53,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,35,4,Clerical or service worker,NSW,married,3.23,Q1,3.27,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,60,6,transport worker,NSW,separated or divorced,3.70,Q2,3.53,2.21,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,,
Male,40,8,professional,NSW,single,3.20,Q1,2.67,2.69,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,63,4,home-duties,WA,married,3.97,Q3,4.60,3.23,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,,
Male,60,6,retired,NSW,married,3.23,Q1,3.53,2.83,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,,
Female,35,1,professional,WA,living with a partner,3.13,Q1,3.87,2.64,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,,
Male,57,4,small business owner,QLD,living with a partner,3.17,Q1,3.20,1.96,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,,
Female,29,7,unemployed,NSW,married,3.57,Q2,3.07,2.74,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,22,7,,NSW,single,2.93,Q1,3.47,2.24,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Male,25,8,manager or administrator,VIC,married,3.53,Q2,2.80,3.40,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,,
Female,42,1,professional,WA,living with a partner,3.17,Q1,3.33,3.00,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,19,3,professional,NSW,single,3.30,Q1,3.47,3.80,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,46,7,tradesperson,VIC,separated or divorced,3.70,Q2,3.53,3.07,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,,
Male,61,6,professional,VIC,married,3.87,Q3,2.33,2.80,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,22,7,Clerical or service worker,NSW,single,3.87,Q3,4.00,3.95,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,,
Female,42,8,professional,VIC,single,3.57,Q2,3.93,3.56,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,,
Female,22,7,,VIC,single,4.17,Q3,3.53,3.23,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,,
Female,23,4,,ACT,living with a partner,4.53,Q4,3.87,3.37,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,,
Female,60,1,home-duties,WA,married,4.20,Q3,3.20,4.45,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,53,7,small business owner,VIC,separated or divorced,4.33,Q4,4.47,3.43,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,44,2,professional,VIC,single,4.63,Q4,4.40,3.00,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,56,8,professional,VIC,separated or divorced,3.80,Q2,3.27,3.48,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,,
Female,45,4,manager or administrator,NSW,single,4.27,Q4,4.40,3.13,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,,
Male,63,8,retired,SA,married,3.50,Q2,3.60,2.65,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,,
Female,55,1,sales,QLD,widowed,3.93,Q3,4.47,3.77,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,,
Male,24,6,tradesperson,Tas,living with a partner,3.57,Q2,3.27,2.40,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,,
Male,31,3,transport worker,QLD,living with a partner,5.00,Q4,3.27,3.83,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,,
Male,47,6,manager or administrator,NSW,separated or divorced,3.87,Q3,3.93,3.56,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,63,8,professional,QLD,separated or divorced,4.30,Q4,4.33,3.35,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,,
Female,38,3,Clerical or service worker,VIC,married,2.50,Q1,3.87,2.50,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,,
Female,34,7,professional,NSW,married,4.07,Q3,3.73,3.11,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,57,8,manager or administrator,VIC,married,4.67,Q4,4.87,4.62,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,,
Female,27,7,manager or administrator,QLD,single,4.10,Q3,3.73,3.00,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,,
Male,39,2,labourer,Tas,married,4.63,Q4,4.07,4.13,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,3,manager or administrator,NSW,living with a partner,3.93,Q3,3.93,2.95,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
Male,28,7,professional,QLD,living with a partner,4.13,Q3,3.60,3.03,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Female,49,8,professional,NSW,married,3.77,Q2,3.80,2.62,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
Female,52,3,professional,NSW,married,3.53,Q2,4.40,2.83,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,41,8,professional,QLD,married,4.27,Q4,3.00,1.87,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Female,38,6,home-duties,NSW,married,1.67,Q1,2.27,1.60,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,40,8,professional,ACT,separated or divorced,3.27,Q1,3.60,1.94,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,62,1,labourer,NSW,married,4.40,Q4,3.60,3.15,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,,
Female,24,7,,VIC,single,3.90,Q3,3.07,3.20,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,28,7,manager or administrator,NSW,married,1.53,Q1,2.27,1.39,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
